[Build.BRAND]: [MTK]
[init.svc.wificond]: [running]
[init.svc.wlan_assistant]: [running]
[init.svc.wmt_launcher]: [running]
[init.svc.wmt_loader]: [stopped]
[init.svc.wpa_supplicant]: [running]
[init.svc.zygote]: [running]
[init.svc.zygote_secondary]: [running]
[init.userspace_reboot.is_supported]: [true]
[log.audit.enable]: [0]
[log.ratelimit.level]: [1]
[log.tag]: [E]
[log.tag.APM_AudioPolicyManager]: [V]
[log.tag.stats_log]: [I]
[media.stagefright.thumbnail.prefer_hw_codecs]: [true]
[mediatek.wlan.ctia]: [0]
[net.bt.name]: [Android]
[net.hostname]: [V2041]
[net.qtaguid_enabled]: [1]
[net.tcp.default_init_rwnd]: [60]
[nfc.auth]: []
[nfc.auth.endata]: [302277b800aa8b4b2e79969510760d3b]
[nfc.initialized]: [true]
[persist.adb.nonblocking_ffs]: [0]
[persist.color.blue.x]: [1500]
[persist.color.blue.y]: [600]
[persist.color.green.x]: [2450]
[persist.color.green.y]: [6900]
[persist.color.red.x]: [6720]
[persist.color.red.y]: [3260]
[persist.display.sharpness.support]: [1]
[persist.home.restr.enable]: [true]
[persist.log.ratelimit]: [0]
[persist.log.tag.PowerHalAddressUitls]: [I]
[persist.log.tag.PowerHalMgrImpl]: [I]
[persist.log.tag.PowerHalMgrServiceImpl]: [I]
[persist.log.tag.PowerHalWifiMonitor]: [I]
[persist.log.tag.RILMUXD]: [I]
[persist.log.tag.Telecom]: [I]
[persist.log.tag.UxUtility]: [I]
[persist.log.tag.libPowerHal]: [I]
[persist.log.tag.mtkpower@impl]: [I]
[persist.log.tag.mtkpower_client]: [I]
[persist.operator.sv.number]: [09]
[persist.radio.multisim.config]: [dsds]
[persist.radio.overseas.cdmasupport]: [1]
[persist.radio.vivo.dualfiveg]: [true]
[persist.radio.vivo.fiveg]: [true]
[persist.radio.vivo.mcc]: [262]
[persist.radio.vivo.rat_on]: [combine]
[persist.radio.vivo.smartanswer]: [0]
[persist.sys.adb.simulate.ic]: [true]
[persist.sys.als_cali_flag]: [1]
[persist.sys.animation.nosound]: [1]
[persist.sys.app.move.internal]: [0]
[persist.sys.appfilterbroadcast]: [off]
[persist.sys.appisolationversion]: [1]
[persist.sys.base_threshold_prox]: [642]
[persist.sys.base_threshold_prox_under]: [642]
[persist.sys.bbkem]: [0]
[persist.sys.boot.reason]: []
[persist.sys.boot.reason.history]: [cold,1262304341
cold,1262310192
cold,1718021190
cold,1262316483]
[persist.sys.btvh.first]: [true]
[persist.sys.cali.TMF8801.clock]: [0]
[persist.sys.cali.TMF8801.crosstalk]: [0]
[persist.sys.cali.factor_b]: [0.000000]
[persist.sys.cali.factor_c]: [0.000000]
[persist.sys.cali.factor_g]: [0.000000]
[persist.sys.cali.factor_r]: [0.000000]
[persist.sys.cali.factor_w]: [0.000000]
[persist.sys.ctstest.export]: [0]
[persist.sys.currentuser]: [0]
[persist.sys.dalvik.vm.lib.2]: [libart.so]
[persist.sys.dcdiming.en.vivo]: [0]
[persist.sys.device_provisioned]: [1]
[persist.sys.disable_rescue]: [true]
[persist.sys.disp.pq.gammaidx]: []
[persist.sys.display_num]: [1]
[persist.sys.displayinset.top]: [0]
[persist.sys.dloadmode]: [0]
[persist.sys.doframe_opt]: [true]
[persist.sys.ds_oriut]: [55]
[persist.sys.dualwifi.version]: [1]
[persist.sys.eyecare.index]: [0]
[persist.sys.factory.mode]: [no]
[persist.sys.factory_shutdown]: [1]
[persist.sys.fc_oriut]: [0]
[persist.sys.fflag.override.settings_fuse]: [true]
[persist.sys.fuse]: [true]
[persist.sys.gnss.start]: [0]
[persist.sys.gs_cal_flag]: [1]
[persist.sys.gsensor_cal_xyz]: [6,-17,28]
[persist.sys.gyroscope_cal_flag]: [1]
[persist.sys.gyroscope_cal_xyz]: [9,-10,11]
[persist.sys.gyroscope_ois_cal_xyz]: [0,0,0]
[persist.sys.hardware.memc.accu_time]: [0]
[persist.sys.hardware.sdr2hdr.accu_time]: [0]
[persist.sys.is_root]: [0]
[persist.sys.isolated_storage]: [true]
[persist.sys.keep.screenon]: [0]
[persist.sys.light_all_bright]: [0]
[persist.sys.light_nd_thresh]: [0]
[persist.sys.light_sensor_leak_cur_val]: [0.00]
[persist.sys.light_threshold]: [448]
[persist.sys.lmk.reportkills]: [true]
[persist.sys.locale]: [en-US]
[persist.sys.log.firstboot]: [no]
[persist.sys.memc.accu_time]: [0,0,0]
[persist.sys.metal_data.b]: [0.000000]
[persist.sys.metal_data.c]: [0.000000]
[persist.sys.metal_data.cct]: [0.000000]
[persist.sys.metal_data.g]: [0.000000]
[persist.sys.metal_data.r]: [0.000000]
[persist.sys.metal_data.w]: [0.000000]
[persist.sys.name.ec.enable]: [2]
[persist.sys.notification.count]: [0]
[persist.sys.oc_oriut]: [0]
[persist.sys.oem_switched_yet]: [1]
[persist.sys.pem.temperature_ctlinfo]: [on]
[persist.sys.perf.mescenter]: [1]
[persist.sys.perfd.ctrl]: [0]
[persist.sys.primary.emulate]: [1]
[persist.sys.ps_cali_data_short]: [0]
[persist.sys.ps_cali_flag]: [1]
[persist.sys.ps_cali_flag_under]: [1]
[persist.sys.ps_cali_offset_data]: [0,0]
[persist.sys.ps_cali_offset_data0]: [0]
[persist.sys.ps_cali_offset_data1]: [0]
[persist.sys.ps_offset]: [0]
[persist.sys.rgbgain.ratioblue]: [190]
[persist.sys.rgbgain.ratiogreen]: [242]
[persist.sys.rgbgain.ratiored]: [255]
[persist.sys.rms.re_enable]: [true]
[persist.sys.sc_oriut]: [0]
[persist.sys.sd_card_support]: [1]
[persist.sys.setres]: [-1]
[persist.sys.show.device.imei]: []
[persist.sys.shutdowndone]: [1]
[persist.sys.sla.month_count]: [0]
[persist.sys.strictmode.disable]: [true]
[persist.sys.superresolution.accu_time]: [0]
[persist.sys.support.sla]: [no]
[persist.sys.supportddc]: [1]
[persist.sys.target.reset.count]: [0]
[persist.sys.theme.color]: [color01]
[persist.sys.theme.colortone]: [undefine]
[persist.sys.timezone]: [Europe/Berlin]
[persist.sys.total_oriut]: [576]
[persist.sys.uc_oriut]: [572]
[persist.sys.ud_engineermode]: [0]
[persist.sys.ultra.flag]: [1]
[persist.sys.updater.silent]: [false]
[persist.sys.updater.smart.on]: [false]
[persist.sys.usb.config]: [adb]
[persist.sys.usb.notify.sound]: [1]
[persist.sys.user.action]: [network_connected]
[persist.sys.vfwversion]: [5]
[persist.sys.vivo.platform_info]: [2/0]
[persist.sys.vivo.product.cust]: [DE]
[persist.sys.vivofirewall]: [1]
[persist.sys.vsnspanel]: [false]
[persist.sys.wifi.vivo.dualinterface]: [yes]
[persist.sys.wifi.vivo.maxlinkspeed]: [yes]
[persist.sys.wifi.vivo.smartwifi]: [no]
[persist.sys.wifi.vivo.wifitowifi]: [no]
[persist.sys.wififactorymac]: [02:00:00:00:00:00]
[persist.sys.wizard.setup]: [2]
[persist.system.vivo.bluelight.ratio]: [255]
[persist.system.vivo.enable_color_mode_id]: [0]
[persist.system.vivo.face.unlock.convenience.scheme]: [0]
[persist.system.vivo.face.unlock.strong]: [0]
[persist.system.vivo.face.wallpaper.brightness.adjustment]: [0]
[persist.traced.enable]: [1]
[persist.vendor.audiohal.besloudness_state]: [0]
[persist.vendor.connsys.bt_fw_ver]: [t-neptune-main-soc2_2-2048-tc19sp-PALMER_SOC2_2_E1_MT6631_ASIC_MINIROM-20210507122001]
[persist.vendor.connsys.chipid]: [0x6833]
[persist.vendor.connsys.dynamic.dump]: [0]
[persist.vendor.connsys.patch.version]: [210507122001000]
[persist.vendor.connsys.wifi_fw_ver]: [210323122000000]
[persist.vendor.gsm.netin.period]: [N/A]
[persist.vendor.ims_support]: [1]
[persist.vendor.md_c2k_cap_dep_check]: [0]
[persist.vendor.mims_support]: [2]
[persist.vendor.mtk.volte.enable]: [1]
[persist.vendor.mtk_ct_volte_support]: [3]
[persist.vendor.mtk_dynamic_ims_switch]: [0]
[persist.vendor.mtk_hvolte_indicator]: [0]
[persist.vendor.mtk_wfc_support]: [1]
[persist.vendor.pms_removable]: [1]
[persist.vendor.radio.airplane.mode.on]: [false]
[persist.vendor.radio.c_capability_slot]: [1]
[persist.vendor.radio.disable_auto_return_rplmn]: [1]
[persist.vendor.radio.enableadvancedscan]: [true]
[persist.vendor.radio.fd.counter]: [150]
[persist.vendor.radio.fd.off.counter]: [50]
[persist.vendor.radio.fd.off.r8.counter]: [50]
[persist.vendor.radio.fd.r8.counter]: [150]
[persist.vendor.radio.flashless.fsm]: [0]
[persist.vendor.radio.flashless.fsm_cst]: [0]
[persist.vendor.radio.flashless.fsm_rw]: [0]
[persist.vendor.radio.ls1icid]: [null]
[persist.vendor.radio.ls2icid]: [null]
[persist.vendor.radio.msimmode]: [dsds]
[persist.vendor.radio.mtk_dsbp_support]: [2]
[persist.vendor.radio.mtk_ps2_rat]: [N/L/W/G]
[persist.vendor.radio.mtk_ps3_rat]: [G]
[persist.vendor.radio.overseas.cdmasupport]: [0]
[persist.vendor.radio.raf1]: [1143290]
[persist.vendor.radio.raf2]: [1130504]
[persist.vendor.radio.sim.mode]: [3]
[persist.vendor.radio.simswitch]: [1]
[persist.vendor.radio.smart.data.switch]: [1]
[persist.vendor.radio.wfc_state]: [0,0]
[persist.vendor.service.atci.sim]: [0]
[persist.vendor.ss.modem_version]: [1]
[persist.vendor.sys.pq.adl.idx]: [1]
[persist.vendor.sys.pq.bluelight.default]: [128]
[persist.vendor.sys.pq.hdr.en]: [1]
[persist.vendor.sys.pq.hfg.en]: [2]
[persist.vendor.sys.pq.iso.shp.en]: [2]
[persist.vendor.sys.pq.mdp.ccorr.en]: [0]
[persist.vendor.sys.pq.mdp.color.dbg]: [1]
[persist.vendor.sys.pq.mdp.color.idx]: [1]
[persist.vendor.sys.pq.mdp.dre.en]: [2]
[persist.vendor.sys.pq.mdp.hdrvp.dre.en]: [0]
[persist.vendor.sys.pq.mdp.vp.dre.en]: [0]
[persist.vendor.sys.pq.picmode]: [0
]
[persist.vendor.sys.pq.shp.idx]: [2]
[persist.vendor.sys.pq.ultrares.en]: [2]
[persist.vendor.sys.pq.ultrares.strength]: [0]
[persist.vendor.vilte_support]: [1]
[persist.vendor.vivo.nfc.cardreadft]: [1]
[persist.vendor.vivo.nfc.chip.type]: [SN100]
[persist.vendor.vivo.nfc.passivelisten]: [1]
[persist.vendor.vivo.support.ese]: [true]
[persist.vendor.vivo.wallet.nfc.channel]: [1]
[persist.vendor.viwifi_support]: [1]
[persist.vendor.volte_support]: [1]
[persist.vivo.bsptest_mode]: [no]
[persist.vivo.btdid]: [D052846]
[persist.vivo.calling_state]: [0]
[persist.vivo.charge.logo]: [1]
[persist.vivo.charge.version]: [0]
[persist.vivo.charge_type.map_scheme]: [1]
[persist.vivo.check_fast_charge]: [1]
[persist.vivo.clock.alarm_status]: [off]
[persist.vivo.compass.no_return]: [true]
[persist.vivo.cota.cust1]: [N]
[persist.vivo.cota.notice.display]: [0]
[persist.vivo.cota.status]: []
[persist.vivo.crontab.boot]: [false]
[persist.vivo.cts.adb.enable]: [no]
[persist.vivo.cts.check.enable]: [no]
[persist.vivo.device_max_ratio]: [2.23]
[persist.vivo.dex.skipped]: [0]
[persist.vivo.dexallthreads]: [0]
[persist.vivo.disable_chg_switch]: [1]
[persist.vivo.displayp3.support]: [1]
[persist.vivo.dualwifi.version]: [1]
[persist.vivo.durationtime.Bootloader]: [0]
[persist.vivo.enable_fast_charge]: [1]
[persist.vivo.face.assistant]: [0]
[persist.vivo.face.reboot]: [user]
[persist.vivo.feiyu.enable]: [true]
[persist.vivo.finger.reboot]: [user]
[persist.vivo.huname]: []
[persist.vivo.karaoke.enable]: [false]
[persist.vivo.lowerPowerLevel]: [15]
[persist.vivo.motion_raise2wake]: [enable]
[persist.vivo.mtk.networkstate_tcp_parameter.enable]: [true]
[persist.vivo.needInstallForSubUser]: [no]
[persist.vivo.new_three_finger_gesture]: [true]
[persist.vivo.phone.cabc_policy]: [1]
[persist.vivo.phone.fps_default]: [1]
[persist.vivo.phone.fps_max]: [60]
[persist.vivo.phone.panel_max_nit]: [0]
[persist.vivo.phone.panel_type]: [tft]
[persist.vivo.phone.sarpower]: [Have_sarpower]
[persist.vivo.phone.screen_size]: [60]
[persist.vivo.phone.super_lcd]: [true]
[persist.vivo.phone.usb_otg]: [Have_usb_otg]
[persist.vivo.phone.wfd]: [Have_wfd]
[persist.vivo.product.cust]: [EEA]
[persist.vivo.push.version]: [4]
[persist.vivo.radio.type.list]: [WCDMA,TDD-LTE,FDD-LTE,GSM]
[persist.vivo.service.model]: [1]
[persist.vivo.sla.enabled]: [1]
[persist.vivo.smartkey.enable]: [true]
[persist.vivo.stability.debug]: [0]
[persist.vivo.supDowngrade]: [yes]
[persist.vivo.supHideApps]: [2]
[persist.vivo.supHybrid]: [v1]
[persist.vivo.support.dualwifi]: [no]
[persist.vivo.support.wallet.icon]: [true]
[persist.vivo.support_close_gp]: [1]
[persist.vivo.vivo4dgamevib.enable]: [1]
[persist.vivo.vivo_daemon]: [3.1.0]
[persist.vivo.weixin_calling_state]: [0]
[persist.vivo.wififeatureset]: [179256693785]
[pm.dexopt.ab-ota]: [speed-profile]
[pm.dexopt.bg-dexopt]: [speed-profile]
[pm.dexopt.boot]: [verify]
[pm.dexopt.first-boot]: [quicken]
[pm.dexopt.inactive]: [verify]
[pm.dexopt.install]: [speed-profile]
[pm.dexopt.shared]: [speed]
[qemu.hw.mainkeys]: [0]
[qemu.hw.mainkeys.vivo]: [0]
[ril.csim.mlpl_mspl_ver0]: [,]
[ril.csim.mlpl_mspl_ver1]: [,]
[ril.ecclist]: []
[ril.ecclist1]: []
[ro.actionable_compatible_property.enabled]: [true]
[ro.adb.secure]: [1]
[ro.allow.mock.location]: [0]
[ro.apex.updatable]: [true]
[ro.appsflyer.preinstall.path]: [data/yzfswj/another/pre_re_install.appflyer]
[ro.art.hiddenapi.warning]: [0]
[ro.audio.silent]: [0]
[ro.audio.usb.period_us]: [16000]
[ro.base_build]: [noah]
[ro.baseband]: [unknown]
[ro.board.bbk]: [MA]
[ro.board.platform]: [mt6833]
[ro.boot.atm]: [disabled]
[ro.boot.avb_version]: [1.1]
[ro.boot.boot_devices]: [bootdevice,soc/11230000.mmc,11230000.mmc,soc/11270000.ufshci,11270000.ufshci]
[ro.boot.bootreason]: [reboot]
[ro.boot.dtb_idx]: [0]
[ro.boot.dtbo_idx]: [0]
[ro.boot.dynamic_partitions]: [true]
[ro.boot.flash.locked]: [1]
[ro.boot.hardware]: [mt6833]
[ro.boot.meta_log_disable]: [0]
[ro.boot.mode]: [normal]
[ro.boot.opt_sim_count]: [2]
[ro.boot.product.hardware.sku]: [1111100111000]
[ro.boot.secureboot_enable]: [1]
[ro.boot.serialno]: [15601807220099E]
[ro.boot.vbmeta.avb_version]: [1.1]
[ro.boot.vbmeta.device_state]: [locked]
[ro.boot.vbmeta.digest]: [05a8cf41c6eb0a9fe69cf3924e0b3cdc0140798726d3fff6f9959c5e9647798c]
[ro.boot.vbmeta.hash_alg]: [sha256]
[ro.boot.vbmeta.size]: [11008]
[ro.boot.vc.magic]: [none]
[ro.boot.verifiedbootstate]: [green]
[ro.boot.veritymode]: [enforcing]
[ro.bootimage.build.date]: [Tue Jun 15 23:49:18 CST 2021]
[ro.bootimage.build.date.utc]: [1623772158]
[ro.bootimage.build.fingerprint]: [vivo/2041_EEA/2041:11/RP1A.200720.012/compiler0615234918:user/release-keys]
[ro.bootloader]: [unknown]
[ro.bootmode]: [normal]
[ro.build.artpp.profile_version]: [010]
[ro.build.artpp.support]: [true]
[ro.build.characteristics]: [default]
[ro.build.date]: [Tue Jun 15 23:49:18 CST 2021]
[ro.build.date.utc]: [1623772158]
[ro.build.description]: [full_k6833v1_64-user 11 RP1A.200720.012 eng.compil.20210615.235252 release-keys]
[ro.build.display.id]: [RP1A.200720.012 release-keys]
[ro.build.fingerprint]: [vivo/2041_EEA/2041:11/RP1A.200720.012/compiler0615234918:user/release-keys]
[ro.build.flavor]: [full_k6833v1_64-user]
[ro.build.host]: [compiler0181]
[ro.build.id]: [RP1A.200720.012]
[ro.build.net.entry.oversea]: [no]
[ro.build.netaccess.version]: [PD2069BF_EX_A_3.10.4]
[ro.build.oem.projects]: [PD2069F_EX PD2069BF_EX PD2069EF_EX]
[ro.build.product]: [k6833v1_64]
[ro.build.representative.fingerprint]: [vivo/2041_EEA/2041:11/RP1A.200720.012/compiler0615234918:user/release-keys]
[ro.build.software.version]: [PD2069BF_EX_A_3.10.4]
[ro.build.system_root_image]: [false]
[ro.build.tags]: [release-keys]
[ro.build.type]: [user]
[ro.build.user]: [compiler]
[ro.build.version.all_codenames]: [REL]
[ro.build.version.base_os]: []
[ro.build.version.bbk]: [PD2069BF_EX_A_3.10.4]
[ro.build.version.codename]: [REL]
[ro.build.version.incremental]: [eng.compil.20210615.235252]
[ro.build.version.min_supported_target_sdk]: [23]
[ro.build.version.preview_sdk]: [0]
[ro.build.version.preview_sdk_fingerprint]: [REL]
[ro.build.version.release]: [11]
[ro.build.version.release_or_codename]: [11]
[ro.build.version.sdk]: [30]
[ro.build.version.security_patch]: [2021-06-01]
[ro.camera.sound.forced]: [0]
[ro.carrier]: [unknown]
[ro.channelid.ucbrowserintl]: [/system/etc/vivo_UCBrowser.dat]
